Objective,AvgSim_Nodes,BestLO_Nodes,Global_Nodes,AvgSim_Edges,BestLO_Edges,Global_Edges
74091,0.780513,0.785714,0.73913,0.292896,0.298701,0.298701
76057,0.768414,0.754386,0.724138,0.281177,0.324503,0.290323
72072,0.78619,0.801802,0.754386,0.327386,0.333333,0.351351
72991,0.78776,0.851852,0.801802,0.315737,0.351351,0.388889
74253,0.792315,0.769912,0.73913,0.303142,0.290323,0.30719
73717,0.815398,0.769912,0.724138,0.3161,0.324503,0.315789
74431,0.78702,0.769912,0.73913,0.299141,0.315789,0.298701
73841,0.777521,0.834862,0.754386,0.306914,0.369863,0.369863
73536,0.80047,0.785714,0.801802,0.288746,0.265823,0.298701
73835,0.787536,0.724138,0.694915,0.325788,0.282051,0.351351
75268,0.776022,0.724138,0.709402,0.275045,0.315789,0.298701
75654,0.774808,0.769912,0.73913,0.280431,0.25,0.282051
73062,0.815411,0.818182,0.73913,0.328131,0.298701,0.315789
75764,0.765489,0.694915,0.652893,0.305525,0.290323,0.273885
73746,0.790812,0.785714,0.73913,0.303479,0.333333,0.30719
75099,0.759757,0.851852,0.73913,0.278752,0.342282,0.265823
73851,0.81218,0.785714,0.724138,0.311106,0.342282,0.298701
74848,0.786718,0.769912,0.724138,0.295154,0.298701,0.315789
74256,0.787377,0.769912,0.694915,0.302475,0.315789,0.30719
75090,0.800111,0.769912,0.709402,0.313139,0.342282,0.273885
73462,0.799072,0.818182,0.754386,0.31389,0.351351,0.388889
72522,0.80779,0.785714,0.754386,0.32278,0.324503,0.298701
72821,0.765248,0.769912,0.73913,0.30274,0.315789,0.30719
72857,0.802928,0.785714,0.754386,0.318887,0.282051,0.315789
74283,0.752237,0.785714,0.709402,0.284505,0.30719,0.342282
74025,0.786109,0.754386,0.724138,0.32731,0.282051,0.290323
74217,0.792531,0.769912,0.754386,0.29558,0.257862,0.242236
74759,0.763184,0.769912,0.73913,0.267263,0.219512,0.242236
74214,0.795509,0.754386,0.73913,0.307777,0.342282,0.315789
73396,0.802177,0.785714,0.709402,0.320256,0.30719,0.273885
74255,0.799439,0.769912,0.709402,0.302519,0.333333,0.30719
72632,0.812652,0.818182,0.73913,0.335123,0.37931,0.315789
73768,0.794948,0.785714,0.73913,0.295515,0.290323,0.282051
73552,0.794744,0.785714,0.769912,0.303872,0.290323,0.351351
72615,0.806189,0.834862,0.801802,0.298462,0.298701,0.333333
72686,0.793713,0.769912,0.754386,0.316805,0.324503,0.369863
73915,0.790605,0.73913,0.724138,0.295581,0.290323,0.265823
72571,0.810258,0.818182,0.801802,0.315785,0.315789,0.342282
73821,0.790084,0.724138,0.724138,0.306628,0.282051,0.351351
72932,0.762566,0.801802,0.754386,0.289104,0.351351,0.324503
74604,0.771555,0.73913,0.724138,0.306139,0.315789,0.342282
75927,0.760143,0.724138,0.652893,0.295987,0.257862,0.265823
76325,0.761797,0.709402,0.639344,0.279514,0.290323,0.257862
72723,0.757169,0.754386,0.801802,0.301779,0.369863,0.360544
74861,0.804675,0.769912,0.724138,0.299329,0.265823,0.282051
73294,0.789313,0.818182,0.754386,0.324859,0.315789,0.298701
74035,0.774364,0.801802,0.754386,0.296361,0.282051,0.324503
73649,0.792759,0.769912,0.73913,0.298523,0.265823,0.273885
74722,0.792604,0.769912,0.694915,0.306019,0.324503,0.298701
78096,0.746509,0.724138,0.666667,0.250085,0.197605,0.212121
75017,0.792386,0.785714,0.724138,0.288429,0.333333,0.290323
73785,0.768543,0.754386,0.73913,0.31476,0.333333,0.360544
74719,0.740019,0.724138,0.724138,0.278146,0.30719,0.298701
73705,0.800838,0.801802,0.724138,0.313382,0.351351,0.342282
74298,0.80695,0.754386,0.694915,0.312705,0.369863,0.298701
74264,0.751894,0.754386,0.769912,0.285274,0.30719,0.315789
73702,0.802408,0.769912,0.694915,0.326358,0.282051,0.282051
73262,0.79726,0.869159,0.769912,0.302513,0.342282,0.315789
75250,0.79927,0.754386,0.694915,0.288367,0.265823,0.25
72078,0.78514,0.834862,0.785714,0.303325,0.342282,0.324503
74529,0.766645,0.694915,0.709402,0.302169,0.315789,0.351351
73124,0.770258,0.834862,0.834862,0.278341,0.342282,0.369863
74034,0.788013,0.724138,0.694915,0.322046,0.315789,0.30719
74111,0.814171,0.801802,0.724138,0.315609,0.342282,0.282051
74213,0.747162,0.801802,0.709402,0.311732,0.398601,0.298701
72671,0.76367,0.785714,0.818182,0.300569,0.360544,0.398601
74695,0.771611,0.694915,0.680672,0.316558,0.257862,0.282051
74808,0.777218,0.769912,0.694915,0.285954,0.290323,0.265823
75006,0.801426,0.785714,0.694915,0.304914,0.324503,0.25
75272,0.786192,0.769912,0.724138,0.293419,0.333333,0.333333
74504,0.793085,0.818182,0.73913,0.306666,0.290323,0.290323
71906,0.813038,0.785714,0.769912,0.329327,0.315789,0.30719
74720,0.799518,0.769912,0.709402,0.307008,0.30719,0.298701
73960,0.783803,0.785714,0.785714,0.288641,0.290323,0.298701
72944,0.808467,0.801802,0.724138,0.344308,0.333333,0.315789
73704,0.787898,0.818182,0.754386,0.292552,0.333333,0.315789
74517,0.813692,0.769912,0.709402,0.303534,0.242236,0.226994
73248,0.78563,0.769912,0.73913,0.308256,0.315789,0.333333
73918,0.77899,0.754386,0.769912,0.28357,0.265823,0.273885
72633,0.804692,0.834862,0.801802,0.313321,0.342282,0.360544
73398,0.808369,0.769912,0.724138,0.310934,0.342282,0.30719
75515,0.783553,0.73913,0.709402,0.282256,0.30719,0.30719
74473,0.796823,0.785714,0.709402,0.313721,0.369863,0.333333
74706,0.774043,0.769912,0.724138,0.307538,0.265823,0.290323
74004,0.766437,0.709402,0.709402,0.303991,0.315789,0.30719
75099,0.784067,0.73913,0.724138,0.298536,0.282051,0.273885
72631,0.806382,0.818182,0.785714,0.330761,0.369863,0.324503
74996,0.797726,0.724138,0.709402,0.285669,0.282051,0.30719
75846,0.7731,0.73913,0.680672,0.29832,0.290323,0.265823
75139,0.75705,0.724138,0.73913,0.277885,0.298701,0.290323
73623,0.768539,0.769912,0.785714,0.309266,0.324503,0.37931
74131,0.806469,0.724138,0.709402,0.318494,0.25,0.282051
73099,0.776878,0.869159,0.801802,0.290548,0.408451,0.428571
76020,0.789928,0.754386,0.754386,0.276733,0.234568,0.290323
74874,0.735271,0.785714,0.769912,0.285242,0.398601,0.37931
73193,0.788818,0.869159,0.769912,0.30212,0.37931,0.351351
75942,0.739367,0.724138,0.694915,0.287934,0.257862,0.298701
74467,0.80377,0.785714,0.724138,0.302354,0.290323,0.298701
75160,0.770473,0.785714,0.754386,0.276285,0.324503,0.265823
74492,0.771608,0.754386,0.754386,0.298839,0.342282,0.290323
74221,0.77964,0.769912,0.709402,0.318547,0.342282,0.298701
74622,0.811862,0.818182,0.754386,0.320909,0.30719,0.351351
74234,0.782831,0.73913,0.724138,0.308444,0.282051,0.273885
73222,0.785946,0.769912,0.73913,0.312241,0.342282,0.298701
78209,0.755241,0.694915,0.680672,0.262279,0.212121,0.257862
73661,0.766559,0.769912,0.709402,0.285186,0.298701,0.298701
74014,0.786463,0.73913,0.709402,0.295397,0.273885,0.282051
75208,0.766048,0.785714,0.724138,0.307928,0.315789,0.282051
74850,0.779689,0.754386,0.709402,0.303756,0.298701,0.290323
75442,0.71445,0.709402,0.724138,0.260882,0.265823,0.30719
74440,0.814545,0.769912,0.709402,0.29314,0.298701,0.282051
75544,0.752308,0.724138,0.694915,0.25276,0.242236,0.265823
71649,0.794159,0.801802,0.818182,0.323787,0.298701,0.37931
73292,0.79397,0.769912,0.724138,0.305457,0.298701,0.298701
76329,0.751912,0.785714,0.709402,0.28922,0.324503,0.351351
72167,0.788243,0.801802,0.785714,0.340507,0.37931,0.342282
73099,0.785866,0.769912,0.73913,0.299884,0.273885,0.30719
72784,0.787717,0.801802,0.769912,0.314479,0.41844,0.333333
74917,0.775027,0.73913,0.694915,0.313835,0.360544,0.30719
74607,0.781304,0.818182,0.724138,0.284206,0.290323,0.25
77043,0.730524,0.754386,0.709402,0.254323,0.315789,0.234568
74486,0.764648,0.724138,0.754386,0.31605,0.273885,0.324503
73388,0.801536,0.769912,0.724138,0.323784,0.298701,0.30719
74229,0.796536,0.801802,0.709402,0.320118,0.351351,0.315789
73102,0.805383,0.769912,0.724138,0.345178,0.342282,0.351351
73455,0.775925,0.73913,0.785714,0.287862,0.257862,0.315789
72240,0.780538,0.801802,0.834862,0.314474,0.351351,0.37931
73817,0.767536,0.754386,0.73913,0.298993,0.324503,0.298701
74397,0.791048,0.801802,0.709402,0.29007,0.351351,0.282051
73046,0.820631,0.801802,0.73913,0.338192,0.360544,0.333333
72361,0.79542,0.818182,0.754386,0.340069,0.398601,0.37931
73498,0.77123,0.73913,0.724138,0.308049,0.290323,0.315789
74935,0.792909,0.754386,0.709402,0.299911,0.282051,0.315789
77571,0.726128,0.801802,0.724138,0.254512,0.351351,0.315789
74794,0.781689,0.754386,0.709402,0.289848,0.324503,0.298701
72733,0.792115,0.754386,0.73913,0.335081,0.333333,0.342282
72774,0.808154,0.785714,0.73913,0.322721,0.30719,0.333333
73719,0.781874,0.769912,0.754386,0.292802,0.282051,0.315789
74443,0.796614,0.769912,0.724138,0.321181,0.324503,0.282051
74462,0.78165,0.724138,0.680672,0.303197,0.282051,0.273885
73658,0.802311,0.785714,0.73913,0.329368,0.333333,0.315789
75090,0.796894,0.818182,0.709402,0.302709,0.315789,0.273885
75239,0.772798,0.785714,0.709402,0.279321,0.30719,0.234568
73458,0.785185,0.818182,0.785714,0.303249,0.351351,0.360544
73980,0.7835,0.709402,0.724138,0.302959,0.257862,0.273885
74092,0.787056,0.785714,0.73913,0.291499,0.265823,0.282051
73635,0.811793,0.754386,0.724138,0.309628,0.234568,0.265823
74294,0.796518,0.769912,0.73913,0.319977,0.30719,0.324503
73371,0.764876,0.785714,0.818182,0.294392,0.273885,0.324503
75736,0.773924,0.694915,0.680672,0.291981,0.234568,0.265823
74541,0.790405,0.73913,0.724138,0.307792,0.273885,0.298701
75091,0.796673,0.754386,0.724138,0.301889,0.290323,0.324503
74640,0.790297,0.785714,0.73913,0.334179,0.351351,0.369863
72846,0.779009,0.851852,0.769912,0.300673,0.388889,0.333333
73077,0.801781,0.818182,0.754386,0.29686,0.290323,0.30719
72739,0.792629,0.818182,0.769912,0.317437,0.351351,0.30719
75644,0.7982,0.769912,0.709402,0.278317,0.290323,0.265823
74183,0.78173,0.769912,0.73913,0.314105,0.360544,0.342282
73707,0.780669,0.785714,0.769912,0.272371,0.265823,0.234568
73477,0.798066,0.818182,0.785714,0.271788,0.290323,0.324503
74729,0.808054,0.754386,0.709402,0.315627,0.315789,0.324503
